Year,Units,Value
2016,Percentage,50.0
2017,Percentage,7.0
2018,Percentage,10.0
2019,Percentage,7.0
2020,Percentage,11.0
2021,Percentage,8.0
2022,Percentage,4.4
2023,Percentage,4.3
2024,Percentage,6.0
2025,Percentage,5.8
