Year,Units,Value
2015,Percentage,7.69
2016,Percentage,5.71
2017,Percentage,5.83
2018,Percentage,7.34
2019,Percentage,4.90
2020,Percentage,10.68
2021,Percentage,6.58
2022,Percentage,6.96
2023,Percentage,6.19
2024,Percentage,10.91
2025,Percentage,10.83
