Year,Units,Value
2015,Rate per mil,0.5
2016,Rate per mil,0.3
2017,Rate per mil,0.6
2018,Rate per mil,0.0
2019,Rate per mil,0.0
2020,Rate per mil,0.0
2021,Rate per mil,0.0
