Year,Units,Value
2015,Kg/inhabitant/day,1.28
2016,Kg/inhabitant/day,1.30
2017,Kg/inhabitant/day,1.30
2018,Kg/inhabitant/day,1.35
2019,Kg/inhabitant/day,1.34
2020,Kg/inhabitant/day,1.19
2021,Kg/inhabitant/day,1.22
2022,Kg/inhabitant/day,1.26
2023,Kg/inhabitant/day,1.23
2024,Kg/inhabitant/day,1.24
