Year,Units,Value
2015,Tonnes,7874
2016,Tonnes,8533
2017,Tonnes,8456
2018,Tonnes,9161
2019,Tonnes,8114
2020,Tonnes,10774
2021,Tonnes,10880
2022,Tonnes,10650
2023,Tonnes,10966
2024,Tonnes,9590
