Year,Units,Value
2016,Total Number,386
2017,Total Number,474
2018,Total Number,417
2019,Total Number,265
2020,Total Number,307
2021,Total Number,249
2022,Total Number,535
2023,Total Number,299
2024,Total Number,236
2025,Total Number,370
