Year,Units,Value
2016,Percentatge,50.0
2017,Percentatge,7.0
2018,Percentatge,10.0
2019,Percentatge,7.0
2020,Percentatge,11.0
2021,Percentatge,8.0
2022,Percentatge,4.4
2023,Percentatge,4.3
2024,Percentatge,6.0
2025,Percentatge,5.8
