Year,Units,Value
2015-2016,Porcentaje,65.6
2016-2017,Porcentaje,68.7
2017-2018,Porcentaje,69.3
2018-2019,Porcentaje,68.3
2019-2020,Porcentaje,69.5
2020-2021,Porcentaje,61.0
2021-2022,Porcentaje,66.9
2022-2023,Porcentaje,72.5
2023-2024,Porcentaje,74.2
2024-2025,Porcentaje,71.3
2025-2026,Porcentaje,71.8
