Year,Units,Value
2015,Nombre Total,7
2016,Nombre Total,6
2017,Nombre Total,6
2018,Nombre Total,6
2019,Nombre Total,3
2020,Nombre Total,7
2021,Nombre Total,7
2022,Nombre Total,6
2023,Nombre Total,4
2024,Nombre Total,9
2025,Nombre Total,8
