Year,Units,Value
2014,Nombre Total,1
2015,Nombre Total,8
2016,Nombre Total,12
2017,Nombre Total,13
2018,Nombre Total,15
2019,Nombre Total,23
2020,Nombre Total,33
2021,Nombre Total,41
2022,Nombre Total,63
2023,Nombre Total,88
2024,Nombre Total,92
2025,Nombre Total,111
