Year,Units,Value
2015-2016,Percentatge,48.4
2016-2017,Percentatge,49.7
2017-2018,Percentatge,49.9
2018-2019,Percentatge,50.3
2019-2020,Percentatge,50.9
2020-2021,Percentatge,44.7
2021-2022,Percentatge,50.8
2022-2023,Percentatge,57.3
2023-2024,Percentatge,50.6
2024-2025,Percentatge,51.9
2025-2026,Percentatge,54.3
