Year,Units,Value
2016,Nombre Total,63
2017,Nombre Total,499
2018,Nombre Total,299
2019,Nombre Total,357
2020,Nombre Total,386
2021,Nombre Total,376
2022,Nombre Total,362
2023,Nombre Total,735
2024,Nombre Total,569
2025,Nombre Total,739
