Year,Units,Value
2015,Kg/habitant/dia,1.27
2016,Kg/habitant/dia,1.28
2017,Kg/habitant/dia,1.29
2018,Kg/habitant/dia,1.34
2019,Kg/habitant/dia,1.32
2020,Kg/habitant/dia,1.18
2021,Kg/habitant/dia,1.2
2022,Kg/habitant/dia,1.24
2023,Kg/habitant/dia,1.22
2024,Kg/habitant/dia,1.22
2025,Kg/habitant/dia,1.21
