Year,Units,Value
2015,Percentatge,11.8
2016,Percentatge,11.7
2017,Percentatge,11.8
2018,Percentatge,11.6
2019,Percentatge,11.2
2020,Percentatge,11.2
2021,Percentatge,11.3
2022,Percentatge,10.4
2023,Percentatge,10.2
2024,Percentatge,10.2
