Year,Units,Value
2017,Nombre Total,109
2018,Nombre Total,153
2019,Nombre Total,210
2020,Nombre Total,277
2021,Nombre Total,229
2022,Nombre Total,280
2023,Nombre Total,367
2024,Nombre Total,203
