Year,Units,Value
2015,Percentatge,1.28
2016,Percentatge,1.28
2017,Percentatge,1.31
2018,Percentatge,1.36
2019,Percentatge,1.38
2020,Percentatge,1.39
2021,Percentatge,1.41
2022,Percentatge,1.49
2023,Percentatge,1.55
2024,Percentatge,1.69
