Year,Units,Value
2015,Percentatge,45.3
2016,Percentatge,48.3
2017,Percentatge,44.7
2018,Percentatge,45.9
2019,Percentatge,42.9
2020,Percentatge,48.8
2021,Percentatge,40.1
2022,Percentatge,31.6
2023,Percentatge,27.5
2024,Percentatge,32.7
