Year,Units,Value
2016-2017,Percentatge,7.8
2017-2018,Percentatge,9.4
2018-2019,Percentatge,10.9
2019-2020,Percentatge,12.7
2020-2021,Percentatge,17.0
2021-2022,Percentatge,20.3
2022-2023,Percentatge,20.9
2024-2025,Percentatge,13.7
