Year,Units,Value
2015,Percentatge,0.61
2016,Percentatge,0.59
2017,Percentatge,0.66
2018,Percentatge,0.66
2019,Percentatge,0.63
2020,Percentatge,0.67
2021,Percentatge,0.68
2022,Percentatge,0.63
2023,Percentatge,0.62
2024,Percentatge,0.61
2025,Percentatge,0.59
