Year,Units,Value
2018,Percentatge,13.8
2019,Percentatge,13.9
2021,Percentatge,10.5
2022,Percentatge,10.8
2023,Percentatge,10.0
2024,Percentatge,9.8
2025,Percentatge,10.6
