Year,Units,Value
2015,Percentatge,0.8
2016,Percentatge,3.7
2017,Percentatge,0.4
2018,Percentatge,1.5
2019,Percentatge,3.7
2020,Percentatge,2.1
2021,Percentatge,5.5
2022,Percentatge,6.6
2023,Percentatge,2.5
2024,Percentatge,3.2
