Year,Units,Value
2014-2015,Percentatge,35.6
2015-2016,Percentatge,36.8
2016-2017,Percentatge,43.0
2017-2018,Percentatge,52.6
2018-2019,Percentatge,51.5
2019-2020,Percentatge,52.1
2020-2021,Percentatge,52.0
2021-2022,Percentatge,53.1
2022-2023,Percentatge,53.7
2023-2024,Percentatge,55.2
2024-2025,Percentatge,62.2
