Year,Units,Value
2015,Nombre Total,11
2016,Nombre Total,11
2017,Nombre Total,28
2018,Nombre Total,10
2019,Nombre Total,18
2020,Nombre Total,13
2021,Nombre Total,9
2022,Nombre Total,11
2023,Nombre Total,12
2024,Nombre Total,11
2025,Nombre Total,15
