Year,Units,Value
2015,Percentatge,7.2
2016,Percentatge,8.8
2017,Percentatge,9.0
2018,Percentatge,9.1
2019,Percentatge,9.1
2020,Percentatge,9.0
2021,Percentatge,9.2
2022,Percentatge,9.2
2023,Percentatge,9.2
2024,Percentatge,9.1
2025,Percentatge,9.0
