Year,Units,Value
2015,Nombre Total,170328
2016,Nombre Total,169984
2017,Nombre Total,181436
2018,Nombre Total,211376
2019,Nombre Total,214978
2020,Nombre Total,120262
2021,Nombre Total,133579
2022,Nombre Total,176493
2023,Nombre Total,189249
2024,Nombre Total,180099
2025,Nombre Total,169082
