Year,Units,Value
2015,Taxa per 100.000,44.7
2016,Taxa per 100.000,31.5
2017,Taxa per 100.000,37.7
2018,Taxa per 100.000,44.3
2019,Taxa per 100.000,43.4
2020,Taxa per 100.000,37.3
2021,Taxa per 100.000,34.0
2022,Taxa per 100.000,47.7
