Year,Units,Value
2015,Percentatge,0.94
2016,Percentatge,0.93
2017,Percentatge,0.93
2018,Percentatge,0.92
2019,Percentatge,0.95
2020,Percentatge,1.18
2021,Percentatge,1.13
2022,Percentatge,1.13
2023,Percentatge,1.53
2024,Percentatge,1.91
