Year,Units,Value
2015,Taxa per 1.000,1.2
2016,Taxa per 1.000,1.0
2017,Taxa per 1.000,1.4
2018,Taxa per 1.000,1.4
2019,Taxa per 1.000,2.5
2020,Taxa per 1.000,1.9
2021,Taxa per 1.000,0.7
2022,Taxa per 1.000,2.2
2023,Taxa per 1.000,2.1
