Year,Units,Value
2015,Nombre Total,179
2016,Nombre Total,224
2017,Nombre Total,235
2018,Nombre Total,323
2019,Nombre Total,382
2020,Nombre Total,359
2021,Nombre Total,413
2022,Nombre Total,682
2023,Nombre Total,758
2024,Nombre Total,857
