Year,Units,Value
2015,Índex (0-3),2.9
2016,Índex (0-3),2.6
2017,Índex (0-3),2.7
2018,Índex (0-3),2.8
2019,Índex (0-3),2.5
2020,Índex (0-3),2.4
2021,Índex (0-3),2.6
2022,Índex (0-3),2.5
2023,Índex (0-3),2.7
2024,Índex (0-3),2.9
2025,Índex (0-3),2.8
