Year,Units,Value
2018,Nombre Total,10
2019,Nombre Total,10
2020,Nombre Total,16
2021,Nombre Total,37
2022,Nombre Total,25
2023,Nombre Total,13
2024,Nombre Total,21
2025,Nombre Total,37
