Year,Units,Value
2015,Tones,7874
2016,Tones,8533
2017,Tones,8456
2018,Tones,9161
2019,Tones,8114
2020,Tones,10774
2021,Tones,10880
2022,Tones,10650
2023,Tones,10966
2024,Tones,9590
2025,Tones,7936
