Year,Units,Value
2018,Nombre Total,171
2019,Nombre Total,140
2020,Nombre Total,130
2021,Nombre Total,132
2022,Nombre Total,140
2023,Nombre Total,169
2024,Nombre Total,178
2025,Nombre Total,195
