Year,Units,Value
2015,Percentatge,22.3
2016,Percentatge,18.5
2017,Percentatge,16.7
2018,Percentatge,23.7
2019,Percentatge,21.2
2020,Percentatge,30.3
2021,Percentatge,29.8
2022,Percentatge,36.8
2023,Percentatge,26.0
2024,Percentatge,19.1
2025,Percentatge,18.4
