Year,Units,Value
2016,Percentatge,32.4
2017,Percentatge,32.3
2018,Percentatge,33.4
2019,Percentatge,37.4
2020,Percentatge,52.8
2021,Percentatge,53.4
2022,Percentatge,56.1
2023,Percentatge,53.4
2024,Percentatge,54.7
