Year,Units,Value
2016-2017,Percentatge,30.7
2017-2018,Percentatge,30.9
2018-2019,Percentatge,30.6
2019-2020,Percentatge,28.5
2020-2021,Percentatge,34.0
2021-2022,Percentatge,25.6
2022-2023,Percentatge,28.4
2024-2025,Percentatge,19.2
