Year,Units,Value
2015,Percentatge,7.69
2016,Percentatge,5.71
2017,Percentatge,5.83
2018,Percentatge,7.34
2019,Percentatge,4.9
2020,Percentatge,10.68
2021,Percentatge,6.58
2022,Percentatge,6.96
2023,Percentatge,6.19
2024,Percentatge,10.91
2025,Percentatge,10.83
