Year,Units,Value
2015,Percentage,35.6
2016,Percentage,35.3
2017,Percentage,35.7
2018,Percentage,37.3
2019,Percentage,38.3
2020,Percentage,39.2
2021,Percentage,39.5
2022,Percentage,39.4
2023,Percentage,40.7
2024,Percentage,41.3
2025,Percentage,41.3
