Year,Units,Value
2016-2017,Percentatge,8.6
2017-2018,Percentatge,7.3
2018-2019,Percentatge,5.6
2019-2020,Percentatge,9.1
2020-2021,Percentatge,11.7
2021-2022,Percentatge,10.9
2022-2023,Percentatge,9.1
2024-2025,Percentatge,11.2
