Year,Value,Units
2016-2017,2.0,Porcentaje
2017-2018,2.0,Porcentaje
2018-2019,2.8,Porcentaje
2019-2020,4.4,Porcentaje
2020-2021,4.8,Porcentaje
2021-2022,5.5,Porcentaje
