Year,Value,Units
2015,285.6,x1000 toneladas de CO2
2016,289.5,x1000 toneladas de CO2
2017,261.8,x1000 toneladas de CO2
2018,287.6,x1000 toneladas de CO2
2019,289.1,x1000 toneladas de CO2
2020,265.2,x1000 toneladas de CO2
2021,270.8,x1000 toneladas de CO2
2022,246.8,x1000 toneladas de CO2
2023,235.8,x1000 toneladas de CO2
