Year,Value,Units
2015,17.2,Tasa por 100.000
2016,16.1,Tasa por 100.000
2017,16.4,Tasa por 100.000
2018,16.0,Tasa por 100.000
2019,18.7,Tasa por 100.000
2020,15.0,Tasa por 100.000
2021,16.0,Tasa por 100.000
