Year,Units,Value
2015,Percentage,0.61
2016,Percentage,0.59
2017,Percentage,0.66
2018,Percentage,0.66
2019,Percentage,0.63
2020,Percentage,0.67
2021,Percentage,0.68
2022,Percentage,0.63
2023,Percentage,0.62
2024,Percentage,0.61
2025,Percentage,0.59
