Year,Units,Value
2015,Percentage,11.8
2016,Percentage,11.7
2017,Percentage,11.8
2018,Percentage,11.6
2019,Percentage,11.2
2020,Percentage,11.2
2021,Percentage,11.3
2022,Percentage,10.4
2023,Percentage,10.2
2024,Percentage,10.2
