Year,Units,Value
2015,Percentage,1.28
2016,Percentage,1.28
2017,Percentage,1.31
2018,Percentage,1.36
2019,Percentage,1.38
2020,Percentage,1.39
2021,Percentage,1.41
2022,Percentage,1.49
2023,Percentage,1.55
2024,Percentage,1.69
