Year,Units,Value
2015,Km2,11.28
2016,Km2,11.33
2017,Km2,11.36
2018,Km2,11.54
2019,Km2,11.66
2020,Km2,11.93
2021,Km2,11.96
2022,Km2,12.12
2023,Km2,12.29
2024,Km2,12.46
