Year,Units,Value
2015,Percentage,2.71
2016,Percentage,1.54
2017,Percentage,3.67
2018,Percentage,7.06
2019,Percentage,9.63
2020,Percentage,7.83
2021,Percentage,3.83
2022,Percentage,3.23
