Year,Units,Value
2015,Promedio de días,33.0
2016,Promedio de días,32.7
2017,Promedio de días,30.1
2018,Promedio de días,29.3
2019,Promedio de días,31.1
2020,Promedio de días,22.6
2021,Promedio de días,20.9
2022,Promedio de días,21.6
2023,Promedio de días,24.0
2024,Promedio de días,25.9
2025,Promedio de días,24.7
