Year,Value,Units
2015,103.0,Número total en miles
2016,93.8,Número total en miles
2017,80.3,Número total en miles
2018,83.0,Número total en miles
2019,70.3,Número total en miles
2020,103.9,Número total en miles
2021,58.1,Número total en miles
2022,68.1,Número total en miles
2023,54.0,Número total en miles
2024,51.5,Número total en miles
2025,75.7,Número total en miles
