Year,Value,Units
2015,22.8,Porcentaje
2016,21.8,Porcentaje
2017,21.9,Porcentaje
2018,21.2,Porcentaje
2019,18.7,Porcentaje
2020,17.5,Porcentaje
2021,17.4,Porcentaje
2022,17.1,Porcentaje
2023,15.7,Porcentaje
2024,15.8,Porcentaje
