Year,Value,Units
2017,107.7,Índice
2018,106.1,Índice
2019,106.5,Índice
2020,107.3,Índice
2021,107.4,Índice
2022,107.9,Índice
2023,111.6,Índice
2024,109.2,Índice
2025,113.6,Índice
