Year,Value,Units
2018,13.8,Porcentaje
2019,13.9,Porcentaje
2021,10.5,Porcentaje
2022,10.8,Porcentaje
2023,10.0,Porcentaje
2024,9.8,Porcentaje
2025,10.6,Porcentaje
