Year,Value,Units
2015,7.69,Porcentaje
2016,5.71,Porcentaje
2017,5.83,Porcentaje
2018,7.34,Porcentaje
2019,4.9,Porcentaje
2020,10.68,Porcentaje
2021,6.58,Porcentaje
2022,6.96,Porcentaje
2023,6.19,Porcentaje
2024,10.91,Porcentaje
2025,10.83,Porcentaje
