Year,Value,Units
2015,199,Número Total
2016,192,Número Total
2017,230,Número Total
2018,236,Número Total
2019,202,Número Total
2020,141,Número Total
2021,166,Número Total
2022,173,Número Total
2023,225,Número Total
2024,244,Número Total
2025,246,Número Total
