Year,Value,Units
2015,1.27,Kg/habitante/día
2016,1.28,Kg/habitante/día
2017,1.29,Kg/habitante/día
2018,1.34,Kg/habitante/día
2019,1.32,Kg/habitante/día
2020,1.18,Kg/habitante/día
2021,1.2,Kg/habitante/día
2022,1.24,Kg/habitante/día
2023,1.22,Kg/habitante/día
2024,1.22,Kg/habitante/día
2025,1.21,Kg/habitante/día
