Year,Value,Units
2015,45.3,Porcentaje
2016,48.3,Porcentaje
2017,44.7,Porcentaje
2018,45.9,Porcentaje
2019,42.9,Porcentaje
2020,48.8,Porcentaje
2021,40.1,Porcentaje
2022,31.6,Porcentaje
2023,27.5,Porcentaje
2024,32.7,Porcentaje
2025,33.7,Porcentaje
