Year,Value,Units
2016-2017,23.1,Porcentaje
2017-2018,23.6,Porcentaje
2018-2019,22.4,Porcentaje
2019-2020,22.4,Porcentaje
2020-2021,25.3,Porcentaje
2021-2022,23.6,Porcentaje
2022-2023,25.2,Porcentaje
2024-2025,21.1,Porcentaje
