Year,Value,Units
2015,0.8,Porcentaje
2016,3.7,Porcentaje
2017,0.4,Porcentaje
2018,1.5,Porcentaje
2019,3.7,Porcentaje
2020,2.1,Porcentaje
2021,5.5,Porcentaje
2022,6.6,Porcentaje
2023,2.5,Porcentaje
2024,3.2,Porcentaje
2025,2.0,Porcentaje
