Year,Value,Units
2015,19.07,Tasa por 1.000
2016,18.66,Tasa por 1.000
2017,16.74,Tasa por 1.000
2018,16.01,Tasa por 1.000
2019,15.44,Tasa por 1.000
2020,12.8,Tasa por 1.000
2021,15.4,Tasa por 1.000
2022,15.8,Tasa por 1.000
2023,15.7,Tasa por 1.000
2024,17.5,Tasa por 1.000
