Year,Value,Units
2015,170328,Número Total
2016,169984,Número Total
2017,181436,Número Total
2018,211376,Número Total
2019,214978,Número Total
2020,120262,Número Total
2021,133579,Número Total
2022,176493,Número Total
2023,189249,Número Total
2024,180099,Número Total
2025,169082,Número Total
