Year,Value,Units
2020,8.19,Millones de euros
2021,9.44,Millones de euros
2022,7.05,Millones de euros
2023,3.78,Millones de euros
2024,16.26,Millones de euros
2025,45.99,Millones de euros
2026,34.83,Millones de euros
