Year,Value,Units
2015,38.6,Porcentaje
2016,41.5,Porcentaje
2017,43.4,Porcentaje
2018,48.6,Porcentaje
2019,45.9,Porcentaje
2020,42.0,Porcentaje
2021,44.2,Porcentaje
2022,44.8,Porcentaje
2023,42.9,Porcentaje
2024,45.3,Porcentaje
2025,45.8,Porcentaje
