Year,Value,Units
2015,5.63,Porcentaje
2016,5.45,Porcentaje
2017,5.6,Porcentaje
2018,5.74,Porcentaje
2019,5.43,Porcentaje
2020,5.83,Porcentaje
2021,5.79,Porcentaje
2022,5.64,Porcentaje
2023,5.77,Porcentaje
2024,5.98,Porcentaje
2025,5.77,Porcentaje
