Year,Value,Units
2015,0.78,Índice
2016,0.9,Índice
2017,0.8,Índice
2018,0.62,Índice
2019,0.8,Índice
2020,0.65,Índice
2021,0.77,Índice
2022,0.75,Índice
2023,0.81,Índice
2024,0.96,Índice
